image_id,true_correlation,predicted_correlation,absolute_error,squared_error
hpepkcxw,0.808047717564157,0.8055774,0.002470320217660471,6.102481977782077e-06
oulpkcyx,-0.3646641271642077,-0.3766958,0.012031684584296931,0.00014476143393600841
pwdglpal,0.0191597111264496,0.027791707,0.008631995718714699,7.451135008790889e-05
chyartev,-0.7891832056500018,-0.7966111,0.007427864982932797,5.517317820467924e-05
rdqepfyd,-0.2524752618236675,-0.24612723,0.006348028914464898,4.0297471098882395e-05
mfolohnh,-0.257872723884829,-0.24587892,0.011993803925760715,0.00014385133260959315
ikcoslei,0.4035059483965195,0.4105015,0.006995561508341963,4.8937880816995685e-05
qtnojlth,0.7726353969823032,0.78230053,0.009665134881863047,9.341483228460581e-05
fzjkewhf,0.9352935229864195,0.94737124,0.012077721444122447,0.0001458713552818152
gmutzcqw,0.4285337005489198,0.44294834,0.01441464082070909,0.00020778186999005283
enuulsqp,0.4926429076962717,0.52283263,0.03018972436854761,0.0009114194574488774
givzhubs,0.3386354538000399,0.32498702,0.013648429731207501,0.00018627963412770886
rshoaquo,0.2266993606553652,0.2423713,0.015671945167960916,0.0002456098653475735
rszrnohh,0.4317224475232229,0.42454934,0.007173106321440692,5.145345429869242e-05
kaqkwbqt,-0.0712503125469425,-0.097789824,0.02653951146199915,0.0007043456686415843
cecvwvcf,-0.0656634983846479,-0.08108786,0.015424359100169607,0.00023791085365098497
koyzigdw,0.0272994714065184,-0.0063149147,0.03361438608008522,0.001129926951541027
ghbicsbv,-0.2818713231171183,-0.26874718,0.013124142416816198,0.0001722431141768741
khtgtroj,-0.0462015169083707,-0.061972614,0.015771097469366342,0.00024872751538825347
nafldpzk,-0.7041185666820556,-0.7171517,0.013033134768292265,0.00016986260188846868
fhinsicc,-0.4963721489111222,-0.4763896,0.0199825619856156,0.00039930278350896965
aeapsfqe,-0.1382757763675408,-0.13582073,0.0024550448468880215,6.027245200231429e-06
fnzhntzy,-0.0238549385323463,-0.054001797,0.03014685845828671,0.000908833074903973
oqvrwydc,-0.8486475536873024,-0.8725806,0.02393303417661974,0.0005727901248992485
nchpoovr,0.4841459308719097,0.4851894,0.0010434771919788366,1.0888446501800377e-06
hwhdacdq,0.3682227739958588,0.3262477,0.04197508188770449,0.0017619074994794975
mffeduqs,-0.6611301080559354,-0.6540904,0.00703970354543737,4.955742600764348e-05
fvhgeamn,-0.1382420001020342,-0.14481996,0.006577959896096608,4.32695563946553e-05
jwrqjiun,-0.0022076654533423,0.011492327,0.013699992309001785,0.00018768978926670806
ntucbute,0.1880222253992635,0.14863832,0.039383902449854014,0.001551091772179617
fowplvfc,0.1126222609359448,0.1294599,0.016837641708212614,0.000283506178294141
qqtcyovw,-0.3593261450591429,-0.37181893,0.012492784851516892,0.0001560696733462899
izgjbywe,-0.0732311022358977,-0.08965215,0.01642104863347181,0.0002696508382228464
qovayiej,0.3412731289063906,0.3368538,0.00441932670225853,1.9530448501295257e-05
sbyecpwn,-0.1845857017340833,-0.19589534,0.011309642284852844,0.00012790800861133147
erlljnqm,0.0493147787945889,0.0483818,0.0009329770999573217,8.704462690447742e-07
tkguogtz,0.3430163224104244,0.3366721,0.0063442249658900995,4.024919041782323e-05
srhcxuel,0.8690570130477664,0.85845655,0.010600461019110385,0.00011236977381767879
lydfwvbm,-0.5463728221488192,-0.54125386,0.005118957383651979,2.620372469564511e-05
kbuascwt,0.359232819209704,0.34341952,0.015813297162661166,0.0002500603671546277
cbcgdtbp,0.3236688217077592,0.31338906,0.010279758826289453,0.00010567344152667593
tewodxcf,0.1462574052726347,0.15830584,0.012048433431474492,0.0001451647481526722
ivuhwxju,-0.1526608738929655,-0.15554251,0.0028816338747117975,8.303813787886528e-06
boezqfkw,-0.5240145460220453,-0.5289964,0.00498186196364192,2.481894862478213e-05
gqgyzqin,-0.4860906900656233,-0.48876995,0.002679258416890151,7.178425664476719e-06
fngczrif,-0.1034096283020983,-0.09339687,0.010012756020070096,0.00010025528311744994
fqshozim,-0.4725775772350917,-0.45186824,0.020709341170180806,0.0004288768117029457
cezzsfrd,-0.627899946422225,-0.6064181,0.021481873244887373,0.00046147087810940795
fpippcmz,-0.3253376243194903,-0.31038225,0.014955377348359944,0.00022366331163183772
cdinfkoo,-0.6182961174160233,-0.63366705,0.01537093437612147,0.00023626562359503272
halnbvar,-0.0704156451875806,-0.07563707,0.005221427137172205,2.7263301348798328e-05
dolzwiaj,0.6032410457153137,0.6214618,0.018220762966174364,0.0003319962030695112
ryugtidk,-0.1492381487059134,-0.13483399,0.014404157178356025,0.0002074797440187854
jjjaulhg,-0.7878637990851376,-0.7870187,0.0008450827498409641,7.141648540787656e-07
sqbyyiph,0.5641514723947982,0.57798463,0.013833158666755718,0.00019135627869963884
chogkizq,0.4868717877667332,0.48828733,0.0014155419070339126,2.003758890569206e-06
ghkjcupd,-0.1154598686895944,-0.10992892,0.005530947824535504,3.059138383773402e-05
sufwsoji,0.462583384398845,0.46296033,0.0003769482332198204,1.420899705275441e-07
oppblowp,0.2610209577952649,0.25689626,0.004124700394752212,1.7013153346469055e-05
jtawasaw,-0.139517406245613,-0.15324384,0.013726433495140161,0.00018841497649650573
ehooxqvc,0.5435750966650797,0.5752586,0.031683515967671716,0.0010038451840737085
qunyckgf,0.4349321528484877,0.41476625,0.020165900807624648,0.00040666355538295645
sujoejwf,-0.3498049633446471,-0.35340118,0.003596220737384137,1.2932803591991707e-05
jivlmmnc,0.5199772195743779,0.5042144,0.015762813560889155,0.00024846629135535106
slvnchva,0.0705875200485648,0.056141466,0.014446054146236315,0.0002086884803959914
amjcbtwe,0.3044668306814114,0.3009205,0.003546344231216081,1.2576557406279575e-05
awcdntfm,-0.2620105844043121,-0.25721672,0.004793862631164492,2.2981118926475343e-05
tmyngrzp,-0.1046108490300791,-0.12540072,0.020789872996745853,0.0004322188192208224
bvatkrue,-0.3571965507324449,-0.35508618,0.002110373144935729,4.4536748108659185e-06
ofsfxmcx,-0.1809830731795372,-0.18180996,0.000826888616269672,6.837447837163729e-07
suxruymd,0.0427530408498097,0.055093754,0.012340713233108466,0.00015229320310181842
eiszxmiq,-0.1072243976599923,-0.09682803,0.010396369100307543,0.00010808449046982947
bsgpoyzz,-0.0020748220763627,0.03970633,0.041781152822774975,0.0017456647312000773
icnhupcl,0.986187364694302,0.96761185,0.0185755153862881,0.00034504977186622593
hobejuim,-0.7483297081641688,-0.75879383,0.01046412270741326,0.0001094978640358018
oyemlqpq,-0.4466429597596851,-0.43738955,0.009253407166453897,8.562554418818035e-05
jcprtetc,-0.6850567426594801,-0.6788345,0.006222244730860749,3.871632949072435e-05
eiloxjts,-0.29261538040844,-0.29274538,0.0001300011852642391,1.6900308170107014e-08
hikubldh,-0.2850658980205532,-0.31941652,0.03435062495918312,0.0011799654350864541
ihqroigq,0.4431984389483054,0.43061027,0.012588169640215197,0.00015846201489083558
lrxrwswa,0.623792664359735,0.6159576,0.007835046600030426,6.138795522464835e-05
fnwjgclw,-0.482691050616778,-0.5033791,0.020688055904828473,0.00042799565712130824
ovxtoavq,0.406164850512808,0.4210541,0.014889244517022948,0.00022168960228769792
gbeomgbo,-0.7563083402794587,-0.7636382,0.0073298580962432025,5.372681971106202e-05
sfhoxjxw,-0.1815899350276384,-0.16854496,0.013044972025433504,0.00017017129514434272
msdweecf,0.8036537286670633,0.81030923,0.0066555026142172125,4.429571504785215e-05
brgzbian,-0.373879849105554,-0.3766876,0.0028077372019716385,7.883388195335525e-06
razxdtba,-0.6046174482650635,-0.61234045,0.007723002021801761,5.9644760228754094e-05
fgpzorzi,-0.6546331131050439,-0.663397,0.008763901036038857,7.680596136948294e-05
brknoeyq,0.1775641212639949,0.15227383,0.025290287512316434,0.0006395986424556285
fooologj,-0.3594471953135399,-0.3526259,0.006821288846102169,4.652998152195786e-05
qwaxdbzx,-0.4595344406352403,-0.46598518,0.006450738312208437,4.1612024772593754e-05
mwabgtyi,-0.1460102398049661,-0.13417001,0.011840229119045392,0.00014019102559149042
okmtscar,0.4314881976918715,0.44055757,0.009069371573494078,8.225350073810246e-05
tegjqqmn,-0.2485218826287319,-0.25063932,0.0021174367911289405,4.483538564426424e-06
hqycjoqs,-0.7238517376143007,-0.74380434,0.019952597979876585,0.0003981061661465752
gesgzsek,-0.8192236944473088,-0.81703407,0.002189628723889614,4.794473948482459e-06
apylvzhr,-0.0873580622016363,-0.124408916,0.03705085343728734,0.001372765740431347
ctjbphbc,-0.2432887617013004,-0.22907843,0.014210334744169967,0.00020193361354136412
rtuwafom,0.5153190534328799,0.5467179,0.0313988287234922,0.0009858864452071989
kujxkybs,-0.2180283478821232,-0.22118242,0.0031540729676769186,9.948176285430284e-06
ppsnacux,-0.070428429195518,-0.04208346,0.02834496835791539,0.0008034372312112247
lnifdhdq,0.322770819591648,0.30611658,0.01665423862851323,0.0002773636642954622
jzsfursa,-0.3847881516870491,-0.3752599,0.009528245633506016,9.078746485242646e-05
mkxgscou,0.6570500575293947,0.6457485,0.011301561473791688,0.00012772529174589256
ivlksclh,-0.9148277780035988,-0.9090721,0.005755676887418404,3.3127816432362407e-05
oaqumgvk,-0.3153593582750933,-0.3209863,0.005626942431770088,3.1662481130454667e-05
cbvfracu,0.8568757381134394,0.85093063,0.0059451069527033384,3.5344296679081576e-05
jvngmirr,0.7164978852596336,0.7151979,0.0012999644603782778,1.6899075982465871e-06
qsshjwly,0.72468348427777,0.7217668,0.0029166547871083415,8.506875147162005e-06
sakhkgij,-0.3493060900400593,-0.3304244,0.01888169185623667,0.0003565182873538742
stemxxnl,-0.0431487374006015,-0.050314818,0.007166080176998976,5.135270510317768e-05
ecjaffsf,0.688805252766061,0.6927737,0.00396844699437604,1.574857154717223e-05
gsxvthje,0.0337116860939115,0.068130374,0.03441868786086145,0.0011846460740634111
ralugyxq,-0.4783053385372357,-0.48191643,0.003611089075068963,1.3039964308082417e-05
jivvrdyy,0.4979339508562182,0.49898526,0.0010513098688031408,1.105252440242877e-06
rhefxlck,-0.4802707702008807,-0.48156917,0.0012984007509625473,1.6858445101001067e-06
dddfiqdv,-0.2932410299053785,-0.29652202,0.003280991388261656,1.0764904489847148e-05
kxxeihqn,0.1141843095042303,0.101396576,0.012787733934123788,0.00016352613916994105
ssfewtcc,-0.0989754978177879,-0.10598314,0.007007640266623719,4.9107022106406145e-05
qwloqkeq,-0.0702954687075985,-0.059352715,0.010942754139221952,0.00011974386815145918
rcpmorxc,-0.5346258088326259,-0.51823705,0.01638875448463395,0.0002685912735576094
fsebgkup,0.1964182443063936,0.20558032,0.009162079628161457,8.394370311277118e-05
bmqrtfyu,0.3517161609244796,0.33250022,0.01921594157938683,0.00036925241078240764
hduwljhy,-0.4793081582008276,-0.4778576,0.001450568479147929,2.1041489126975357e-06
qxairbdc,0.5936680451733823,0.5997847,0.006116627086902082,3.741312692022425e-05
hlhchshk,-0.2827824059601255,-0.2595521,0.02323031460003333,0.0005396475164165217
evyooxzh,-0.6182197516400942,-0.6196261,0.0014063531916013172,1.977829299527211e-06
okienyfq,0.3231465846331499,0.29380268,0.02934390604809739,0.0008610648221595666
sdelgcgb,0.0417163550672211,0.031794414,0.009921941143003876,9.844491604523307e-05
faoteydu,0.0073745983779383,-0.0015891008,0.008963699185843497,8.034790309429137e-05
aiadtebw,-0.3797083093757079,-0.38943285,0.009724538124139537,9.45666417278433e-05
jtryfjuq,0.5705008331573729,0.5494099,0.02109090721972029,0.00044482636735084945
ghojwgxh,-0.3638144489275511,-0.35489535,0.008919095610290362,7.95502665055008e-05
sojcwkjh,0.0688235251005271,0.0810232,0.012199676245870303,0.00014883210050405213
qomusuix,-0.5337158419932332,-0.5423401,0.008624257818320769,7.43778229168669e-05
qoopfoqm,-0.7579385077616273,-0.73983335,0.01810515281167613,0.00032779655833414405
ivqodior,-0.4356838656681403,-0.4215654,0.014118452193103703,0.00019933069232895478
mgghkjmj,0.5147675009339192,0.49627903,0.018488469895634907,0.0003418235190817982
ewkbwqvp,0.5167620627332677,0.49482766,0.021934404795264206,0.00048111811372250943
ndragcko,-0.6643631242435867,-0.68196887,0.017605743535191398,0.0003099622054269337
nyyqjnjz,0.6639383239250612,0.67342025,0.009481926490740755,8.990692997581129e-05
jcsjpbjj,0.2320507710996275,0.23079534,0.0012554323497419306,1.5761103847785453e-06
cbykyvqj,-0.564035905201794,-0.55191565,0.012120259602428796,0.00014690069283026743
bfuivven,-0.4504832126485867,-0.45309561,0.0026124022615390263,6.82464557609422e-06
apsnholb,0.1222555307007599,0.11968286,0.0025726673460769733,6.6186172735707375e-06
lbeghfoe,0.2336023103726316,0.19502307,0.0385792356264997,0.0014883574215249838
tdmcwnhq,-0.2948678522269574,-0.26024702,0.03462083031342894,0.0011986018915912402
nexbthak,-0.3584787290633058,-0.35463703,0.003841702276501602,1.475867638127759e-05
dveklldg,-0.174684262857061,-0.1794443,0.0047600352910942,2.2657935972462248e-05
moujnsrv,0.6784604231121514,0.6540997,0.02436072027706837,0.00059344469241757
eqdwtghl,0.3097911146300474,0.33114445,0.021353337464984357,0.00045596502089350455
rbsfxygu,0.5060855948318962,0.49686435,0.009221246181917553,8.503138114752904e-05
pmmfhdpf,-0.6225108610782488,-0.62551737,0.003006507238401568,9.039085774561022e-06
fahhvevh,-0.8668201154370719,-0.8800046,0.013184469352204187,0.0001738302320992115
manxyhvg,0.4740289344401526,0.44764417,0.026384760341184088,0.0006961555782617207
nfwyahno,-0.6737634062519747,-0.6887222,0.014958786989144657,0.00022376530818660347
jivcjuro,0.5571670748058686,0.5538541,0.00331296694911809,1.0975750005948827e-05
iixmofkz,-0.0777688191042835,-0.09050982,0.012740997899920295,0.00016233302748577336
mhenlbfb,-0.6077035692141602,-0.60928464,0.0015810701443602637,2.499782801387385e-06
gtlkgzzk,0.4723210380846323,0.46509343,0.007227604227668216,5.223826287180747e-05
iyiswseg,0.4984381208609942,0.49995366,0.001515536527692929,2.29685096677154e-06
kjrmpbpd,0.3544744778595977,0.36884677,0.014372296241659643,0.0002065628992580239
laxpdngs,0.5470887108239059,0.5407291,0.006359605351341169,4.044458022480723e-05
ezgixexu,-0.6777553846679593,-0.67429644,0.0034589459739590156,1.1964307250767283e-05
pzayopxx,0.6711489753844937,0.653865,0.017283995640536176,0.00029873650530207353
odvkxndf,0.1406389869979432,0.124036625,0.01660236197028664,0.00027563842299242004
hgwhfczo,-0.2497044767701786,-0.25786936,0.008164886060937127,6.666536438808539e-05
ljoujspm,0.2683122712077537,0.25917655,0.00913571891206888,8.3461360040333e-05
gudnqovh,0.0393289375044952,0.046262473,0.006933535363470501,4.807391263649602e-05
gafwrvhx,-0.4428824799852776,-0.45646024,0.01357775751777418,0.00018435549921147327
iantnkpp,0.0236609822152927,0.014101971,0.009559011274464378,9.137469654533708e-05
evajtygw,0.4866709820499149,0.49610168,0.009430695367840247,8.89380151210035e-05
avxflggk,-0.7643189051231553,-0.76765627,0.0033373615661452805,1.113798222318368e-05
qdhwenih,0.0831612201137906,0.08874269,0.005581468184434807,3.115278709385798e-05
mlfeemzy,0.3635561697812562,0.37766045,0.01410428353829335,0.00019893081412857277
korwuebe,0.6892507152879702,0.6881655,0.0010852294290529807,1.1777229136826585e-06
cnixegyf,-0.070206504725329,-0.07964498,0.009438473321088242,8.90847786328945e-05
dhcmivur,-0.3870943380951184,-0.39522928,0.008134941899846204,6.617727971387337e-05
oxfhsvlx,-0.3096754731884577,-0.28002164,0.02965383551031131,0.0008793499604726001
igboxrup,0.3978911118781824,0.40165675,0.003765634986136468,1.4180006848814997e-05
sehtjdbf,-0.2458778464081253,-0.2621625,0.01628466017222749,0.0002651901569249322
dputvfxm,0.3126813838122296,0.30888093,0.0038004586337017643,1.444348582647828e-05
kwqvddzp,-0.0311086487557763,-0.037982482,0.006873833707345116,4.72495898362339e-05
scrmvzgu,0.6524223176331195,0.6590587,0.006636372437986426,4.404143913566591e-05
hpjkcjxz,0.5816407058322973,0.54505205,0.03658865428810787,0.0013387296226146743
fotkqeif,-0.6314819399025813,-0.62691474,0.004567200293816631,2.0859318523838722e-05
lmhmsupg,0.5171383936329876,0.5092807,0.007857712022880214,6.174363823451627e-05
ebnjupfk,0.4329684798634699,0.44007713,0.007108646162683641,5.053285026623685e-05
owtmcoqk,-0.1349969535433063,-0.121363446,0.013633507426858843,0.00018587252475821522
mrotlkjc,-0.2615406532788444,-0.28636706,0.02482640547512288,0.0006163504088152114
mffoxtun,0.3854393761145352,0.40089056,0.015451182843518374,0.00023873905126383654
ptkumeil,0.0460937418133392,0.045521144,0.0005725979894771263,3.2786845755324724e-07
nvbzdotp,-0.3811223423037944,-0.37684897,0.0042733764205393765,1.8261746031621933e-05
mwezkzvu,0.2611415065022294,0.29448432,0.033342810800474465,0.0011117430320762367
teomkxys,0.7232077188169366,0.6999297,0.023278004614055714,0.0005418654988119991
kebqxpno,0.4377228655320955,0.4317258,0.005997065494711462,3.596479454785883e-05
cwzlbusz,0.0010762371121482,0.007789012,0.006712774932519997,4.5061347294668854e-05
jhixunck,0.5049118027584942,0.5030654,0.001846395482340668,3.4091762772080285e-06
rkarfbve,-0.9412835845232096,-0.96442115,0.023137568545332887,0.0005353470781899779
ezlrudke,0.5971315545870123,0.60247505,0.0053434925244989495,2.8552912359376156e-05
bjujiwsa,0.380291945610177,0.3725146,0.007777340088021223,6.048701884474196e-05
olalxgap,-0.0735393904741955,-0.07683608,0.003296688884859067,1.086815760355332e-05
lylbvwii,-0.5803169737839574,-0.59029996,0.009982990167153427,9.966009267748201e-05
brzbuftd,-0.5329892378646369,-0.53789526,0.004906024376726603,2.4069075185035656e-05
jqoayorm,-0.0706347072215232,-0.058961745,0.01167296186997023,0.0001362580388177789
jkblhzmh,-0.3206620338651486,-0.31291157,0.007750463792974505,6.0069689006208747e-05
sqlmmzjc,0.4700955206476341,0.49194407,0.021848553983103203,0.00047735931115257485
jorivrym,0.4411444780749046,0.45382944,0.012684959419373365,0.00016090819547114906
krkfyjti,-0.0295549298095657,-0.03179161,0.0022366789710567825,5.002732819567627e-06
ndjiktff,0.2134575813377161,0.21994382,0.006486240092490186,4.20713105374271e-05
akyuhusg,-0.3992679291621496,-0.38847965,0.010788279141550228,0.00011638696683600772
tluxinkt,0.8612899228222284,0.858962,0.0023279234058770637,5.419227383630268e-06
kntadnbd,-0.083457882654876,-0.071679175,0.011778707754821066,0.00013873795637348192
gwmzeuxq,-0.3896419814029242,-0.38177648,0.007865499536087672,6.186608295219539e-05
akqkrcip,-0.7270451068356223,-0.7413769,0.014331769995432397,0.00020539963120197634
ddgghcqx,-0.3460609761454901,-0.3574108,0.011349812390581693,0.0001288182413014017
ncufcbsy,0.0776564070605269,0.075771675,0.0018847325467100662,3.5522167726282116e-06
pdofbtrh,0.0820930780388144,0.0870679,0.004974824049350887,2.474887432199996e-05
ckaqckoi,-0.2910239972302229,-0.25628224,0.034741757077863866,0.001206989684857304
eeglytjr,-0.4035087679749806,-0.44438022,0.04087145577608753,0.0016704758972566785
hduevfev,-0.615218090353422,-0.6314695,0.01625139779049889,0.0002641079301450322
myjlihlw,0.4538328779836612,0.46803668,0.014203803429989337,0.00020174803187777686
mfjdjtti,-0.4077839987170795,-0.4025183,0.005265696514854756,2.7727559786553527e-05
lewfgpwo,0.7021956772491038,0.68312794,0.01906773754802349,0.0003635786152003048
bdfggplj,0.7672799204178894,0.76637536,0.0009045575448120013,8.182243518763158e-07
idnqanbs,-0.3707677942313805,-0.40212974,0.03136194529155345,0.0009835716124703916
huvatiyt,-0.2802028659046285,-0.29857066,0.018367796832264194,0.0003373759604713346
qlqxjiih,0.598484204869368,0.6092976,0.010813368697068726,0.0001169289425787458
domlucix,0.1331204164034714,0.15720673,0.024086312650979602,0.00058015045712074
nvwhicgp,-0.3608846483613879,-0.34490573,0.01597891429919307,0.00025532570218095676
harcwjgf,0.7515056492476598,0.73351103,0.017994618573679122,0.00032380629761219763
gurxcigw,-0.2901105665033835,-0.26443538,0.02567518580613315,0.0006592151661794611
sltmnfuu,0.2444199081852404,0.26511267,0.020692760090592732,0.00042819032016682735
nexggemx,0.1278774845001235,0.13345413,0.005576644599722375,3.1098964991612726e-05
kqglgmjn,-0.4038877341969989,-0.39204204,0.011845693372108779,0.00014032045146602186
iicfbfwj,0.8199946921168942,0.80584717,0.014147524148144242,0.00020015243952232445
oesvhwjc,-0.1076042487806084,-0.10360856,0.003995685238242369,1.5965500523107977e-05
ofwxhjla,0.1748468291892062,0.18003282,0.005185990320300038,2.689449560224569e-05
cucuynkx,0.4829408228085951,0.47611892,0.006821900575013584,4.653832745537067e-05
sbpgifbq,-0.4275207859291949,-0.4336285,0.006107713578709151,3.730416515954814e-05
btlfapdq,0.4049120388604431,0.406767,0.0018549718283386585,3.4409204839300653e-06
degfqdsg,0.107725233748577,0.11959723,0.011871992632724884,0.00014094420907147392
rilhidzw,-0.1726025243424641,-0.18471482,0.012112299618793843,0.00014670780205543345
okdjtplc,0.4975074662774451,0.5211392,0.023631738224660637,0.0005584590515188867
fkfwkmjg,0.3895896414679134,0.3849121,0.004677538053377894,2.1879362240798262e-05
gimgjwlu,-0.2530311006283583,-0.25857958,0.005548481347578571,3.078564526442732e-05
hwwmyaro,0.0032694146616837,0.01479787,0.011528455408058504,0.00013290528409559335
ohokytru,-0.5864098534338966,-0.5693963,0.01701353642873915,0.00028946042181203415
abhkibrv,-0.8278085589801217,-0.8317473,0.003938734492168305,1.5513629399796318e-05
cqpbxres,-0.1088818841767239,-0.11757319,0.008691302578456461,7.553874051028393e-05
ciijjrbi,-0.1124282819245145,-0.042064775,0.07036350714304897,0.004951023137469903
rcfjlksr,-0.8135525002795794,-0.811492,0.0020604744273760023,4.245554865870464e-06
mjxyufds,0.5624533767620994,0.5581357,0.0043176884571982654,1.8642433613423137e-05
ayvozozi,0.3120223290230346,0.3048543,0.007168025424630686,5.138058848815193e-05
mhqxwnid,0.5462902304341329,0.55308366,0.0067934277842508495,4.6150661059831404e-05
ibickesb,0.305506216526964,0.31361675,0.008110536097547694,6.578079578962418e-05
rxbbgtpk,0.3279252907823496,0.3576244,0.029699120800597167,0.0008820377763284633
amrghdig,0.5922950297456605,0.61586297,0.023567935838140763,0.0005554475996707198
orfmbbba,0.5822301335754265,0.5875501,0.0053199700889716706,2.8302081747553243e-05
jwzhliyi,0.1256591839681013,0.124571145,0.0010880393872602367,1.1838297082296315e-06
owrhffwr,-0.2163385313734502,-0.25308222,0.03674368441253004,0.0013500983442076028
klzxywkh,-0.4225136840560323,-0.4525028,0.029989103057157407,0.0008993463021728077
pkiffvln,-0.4059386949833224,-0.3757362,0.030202488213379175,0.000912190294279308
